bioguideId,depictionAttribution,depictionImageUrl,name,partyName,state,district,updateDate,url,birthYear,cosponsoredLegislationCount,cosponsoredLegislationUrl,directOrderName,firstName,honorificName,invertedOrderName,lastName,partyHistory,terms,sponsoredLegislationCount,sponsoredLegislationUrl
D000627,Image courtesy of the Member,https://www.congress.gov/img/member/d000627_200.jpg,"Demings, Val Butler",Democratic,Florida,10,2023-01-26T16:10:43Z,https://api.congress.gov/v3/member/D000627?format=json,1957,1257,https://api.congress.gov/v3/member/D000627/cosponsored-legislation,Val Butler Demings,Val,Mrs.,"Demings, Val Butler",Demings,partyAbbreviation:D;partyName:Democratic;startYear:2017;,chamber:House of Representatives;congress:115;district:10;endYear:2019;memberType:Representative;startYear:2017;stateCode:FL;stateName:Florida;chamber:House of Representatives;congress:116;district:10;endYear:2021;memberType:Representative;startYear:2019;stateCode:FL;stateName:Florida;chamber:House of Representatives;congress:117;district:10;endYear:2023;memberType:Representative;startYear:2021;stateCode:FL;stateName:Florida;,39,https://api.congress.gov/v3/member/D000627/sponsored-legislation
M001202,Image courtesy of the Member,https://www.congress.gov/img/member/m001202_200.jpg,"Murphy, Stephanie N.",Democratic,Florida,7,2023-01-26T16:10:43Z,https://api.congress.gov/v3/member/M001202?format=json,1978,1027,https://api.congress.gov/v3/member/M001202/cosponsored-legislation,Stephanie N. Murphy,Stephanie,Mrs.,"Murphy, Stephanie N.",Murphy,partyAbbreviation:D;partyName:Democratic;startYear:2017;,chamber:House of Representatives;congress:115;district:7;endYear:2019;memberType:Representative;startYear:2017;stateCode:FL;stateName:Florida;chamber:House of Representatives;congress:116;district:7;endYear:2021;memberType:Representative;startYear:2019;stateCode:FL;stateName:Florida;chamber:House of Representatives;congress:117;district:7;endYear:2023;memberType:Representative;startYear:2021;stateCode:FL;stateName:Florida;,67,https://api.congress.gov/v3/member/M001202/sponsored-legislation
L000586,Congressional Pictorial Directory,https://www.congress.gov/img/member/116_rp_fl_5_lawson_al_200.jpg,"Lawson, Al, Jr.",Democratic,Florida,5,2023-01-26T16:10:43Z,https://api.congress.gov/v3/member/L000586?format=json,1948,1253,https://api.congress.gov/v3/member/L000586/cosponsored-legislation,"Al Lawson, Jr.",Al,Mr.,"Lawson, Al, Jr.",Lawson,partyAbbreviation:D;partyName:Democratic;startYear:2017;,chamber:House of Representatives;congress:115;district:5;endYear:2019;memberType:Representative;startYear:2017;stateCode:FL;stateName:Florida;chamber:House of Representatives;congress:116;district:5;endYear:2021;memberType:Representative;startYear:2019;stateCode:FL;stateName:Florida;chamber:House of Representatives;congress:117;district:5;endYear:2023;memberType:Representative;startYear:2021;stateCode:FL;stateName:Florida;,60,https://api.congress.gov/v3/member/L000586/sponsored-legislation
O000171,Image courtesy of the Member,https://www.congress.gov/img/member/o000171_200.jpg,"O'Halleran, Tom",Democratic,Arizona,1,2023-01-26T16:10:43Z,https://api.congress.gov/v3/member/O000171?format=json,1946,1218,https://api.congress.gov/v3/member/O000171/cosponsored-legislation,Tom O'Halleran,Tom,Mr.,"O'Halleran, Tom",O'Halleran,partyAbbreviation:D;partyName:Democratic;startYear:2017;,chamber:House of Representatives;congress:115;district:1;endYear:2019;memberType:Representative;startYear:2017;stateCode:AZ;stateName:Arizona;chamber:House of Representatives;congress:116;district:1;endYear:2021;memberType:Representative;startYear:2019;stateCode:AZ;stateName:Arizona;chamber:House of Representatives;congress:117;district:1;endYear:2023;memberType:Representative;startYear:2021;stateCode:AZ;stateName:Arizona;,125,https://api.congress.gov/v3/member/O000171/sponsored-legislation
S001197,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/s001197_200.jpg,"Sasse, Ben",Republican,Nebraska,0,2023-01-26T16:10:43Z,https://api.congress.gov/v3/member/S001197?format=json,1972,557,https://api.congress.gov/v3/member/S001197/cosponsored-legislation,Ben Sasse,Ben,Mr.,"Sasse, Ben",Sasse,partyAbbreviation:R;partyName:Republican;startYear:2015;,chamber:Senate;congress:114;endYear:2017;memberType:Senator;startYear:2015;stateCode:NE;stateName:Nebraska;chamber:Senate;congress:115;endYear:2019;memberType:Senator;startYear:2017;stateCode:NE;stateName:Nebraska;chamber:Senate;congress:116;endYear:2021;memberType:Senator;startYear:2019;stateCode:NE;stateName:Nebraska;chamber:Senate;congress:117;endYear:2023;memberType:Senator;startYear:2021;stateCode:NE;stateName:Nebraska;chamber:Senate;congress:118;endYear:2023;memberType:Senator;startYear:2023;stateCode:NE;stateName:Nebraska;,182,https://api.congress.gov/v3/member/S001197/sponsored-legislation
K000386,Congressional Pictorial Directory,https://www.congress.gov/img/member/115_rp_ny_24_katko_john_200.jpg,"Katko, John",Republican,New York,24,2023-01-26T16:10:43Z,https://api.congress.gov/v3/member/K000386?format=json,1962,1447,https://api.congress.gov/v3/member/K000386/cosponsored-legislation,John Katko,John,Mr.,"Katko, John",Katko,partyAbbreviation:R;partyName:Republican;startYear:2015;,chamber:House of Representatives;congress:114;district:24;endYear:2017;memberType:Representative;startYear:2015;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:115;district:24;endYear:2019;memberType:Representative;startYear:2017;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:116;district:24;endYear:2021;memberType:Representative;startYear:2019;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:117;district:24;endYear:2023;memberType:Representative;startYear:2021;stateCode:NY;stateName:New York;,134,https://api.congress.gov/v3/member/K000386/sponsored-legislation
R000602,Image courtesy of the Member,https://www.congress.gov/img/member/r000602_200.jpg,"Rice, Kathleen M.",Democratic,New York,4,2023-01-26T16:10:43Z,https://api.congress.gov/v3/member/R000602?format=json,1965,1733,https://api.congress.gov/v3/member/R000602/cosponsored-legislation,Kathleen M. Rice,Kathleen,Miss,"Rice, Kathleen M.",Rice,partyAbbreviation:D;partyName:Democratic;startYear:2015;,chamber:House of Representatives;congress:114;district:4;endYear:2017;memberType:Representative;startYear:2015;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:115;district:4;endYear:2019;memberType:Representative;startYear:2017;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:116;district:4;endYear:2021;memberType:Representative;startYear:2019;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:117;district:4;endYear:2023;memberType:Representative;startYear:2021;stateCode:NY;stateName:New York;,99,https://api.congress.gov/v3/member/R000602/sponsored-legislation
Z000017,Image courtesy of the Member,https://www.congress.gov/img/member/z000017_200.jpg,"Zeldin, Lee M.",Republican,New York,1,2023-01-26T16:10:43Z,https://api.congress.gov/v3/member/Z000017?format=json,1980,1006,https://api.congress.gov/v3/member/Z000017/cosponsored-legislation,Lee M. Zeldin,Lee,Mr.,"Zeldin, Lee M.",Zeldin,partyAbbreviation:R;partyName:Republican;startYear:2015;,chamber:House of Representatives;congress:114;district:1;endYear:2017;memberType:Representative;startYear:2015;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:115;district:1;endYear:2019;memberType:Representative;startYear:2017;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:116;district:1;endYear:2021;memberType:Representative;startYear:2019;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:117;district:1;endYear:2023;memberType:Representative;startYear:2021;stateCode:NY;stateName:New York;,94,https://api.congress.gov/v3/member/Z000017/sponsored-legislation
L000581,Image courtesy of the Member,https://www.congress.gov/img/member/l000581_200.jpg,"Lawrence, Brenda L.",Democratic,Michigan,14,2023-01-26T16:10:43Z,https://api.congress.gov/v3/member/L000581?format=json,1954,1711,https://api.congress.gov/v3/member/L000581/cosponsored-legislation,Brenda L. Lawrence,Brenda,Mrs.,"Lawrence, Brenda L.",Lawrence,partyAbbreviation:D;partyName:Democratic;startYear:2015;,chamber:House of Representatives;congress:114;district:14;endYear:2017;memberType:Representative;startYear:2015;stateCode:MI;stateName:Michigan;chamber:House of Representatives;congress:115;district:14;endYear:2019;memberType:Representative;startYear:2017;stateCode:MI;stateName:Michigan;chamber:House of Representatives;congress:116;district:14;endYear:2021;memberType:Representative;startYear:2019;stateCode:MI;stateName:Michigan;chamber:House of Representatives;congress:117;district:14;endYear:2023;memberType:Representative;startYear:2021;stateCode:MI;stateName:Michigan;,80,https://api.congress.gov/v3/member/L000581/sponsored-legislation
H001071,Image courtesy of the Member,https://www.congress.gov/img/member/h001071_200.jpg,"Hice, Jody B.",Republican,Georgia,10,2023-01-26T16:10:43Z,https://api.congress.gov/v3/member/H001071?format=json,1960,1153,https://api.congress.gov/v3/member/H001071/cosponsored-legislation,Jody B. Hice,Jody,Mr.,"Hice, Jody B.",Hice,partyAbbreviation:R;partyName:Republican;startYear:2015;,chamber:House of Representatives;congress:114;district:10;endYear:2017;memberType:Representative;startYear:2015;stateCode:GA;stateName:Georgia;chamber:House of Representatives;congress:115;district:10;endYear:2019;memberType:Representative;startYear:2017;stateCode:GA;stateName:Georgia;chamber:House of Representatives;congress:116;district:10;endYear:2021;memberType:Representative;startYear:2019;stateCode:GA;stateName:Georgia;chamber:House of Representatives;congress:117;district:10;endYear:2023;memberType:Representative;startYear:2021;stateCode:GA;stateName:Georgia;,63,https://api.congress.gov/v3/member/H001071/sponsored-legislation
R000597,Image courtesy of the Member,https://www.congress.gov/img/member/r000597_200.jpg,"Rice, Tom",Republican,South Carolina,7,2023-01-26T16:10:43Z,https://api.congress.gov/v3/member/R000597?format=json,1957,826,https://api.congress.gov/v3/member/R000597/cosponsored-legislation,Tom Rice,Tom,Mr.,"Rice, Tom",Rice,partyAbbreviation:R;partyName:Republican;startYear:2013;,chamber:House of Representatives;congress:113;district:7;endYear:2015;memberType:Representative;startYear:2013;stateCode:SC;stateName:South Carolina;chamber:House of Representatives;congress:114;district:7;endYear:2017;memberType:Representative;startYear:2015;stateCode:SC;stateName:South Carolina;chamber:House of Representatives;congress:115;district:7;endYear:2019;memberType:Representative;startYear:2017;stateCode:SC;stateName:South Carolina;chamber:House of Representatives;congress:116;district:7;endYear:2021;memberType:Representative;startYear:2019;stateCode:SC;stateName:South Carolina;chamber:House of Representatives;congress:117;district:7;endYear:2023;memberType:Representative;startYear:2021;stateCode:SC;stateName:South Carolina;,80,https://api.congress.gov/v3/member/R000597/sponsored-legislation
M001185,Image courtesy of the Member,https://www.congress.gov/img/member/m001185_200.jpg,"Maloney, Sean Patrick",Democratic,New York,18,2023-01-26T16:10:43Z,https://api.congress.gov/v3/member/M001185?format=json,1966,1945,https://api.congress.gov/v3/member/M001185/cosponsored-legislation,Sean Patrick Maloney,Sean,Mr.,"Maloney, Sean Patrick",Maloney,partyAbbreviation:D;partyName:Democratic;startYear:2013;,chamber:House of Representatives;congress:113;district:18;endYear:2015;memberType:Representative;startYear:2013;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:114;district:18;endYear:2017;memberType:Representative;startYear:2015;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:115;district:18;endYear:2019;memberType:Representative;startYear:2017;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:116;district:18;endYear:2021;memberType:Representative;startYear:2019;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:117;district:18;endYear:2023;memberType:Representative;startYear:2021;stateCode:NY;stateName:New York;,145,https://api.congress.gov/v3/member/M001185/sponsored-legislation
W000813,Image courtesy of the Member,https://www.congress.gov/img/member/w000813_200.jpg,"Walorski, Jackie",Republican,Indiana,2,2023-01-26T16:10:43Z,https://api.congress.gov/v3/member/W000813?format=json,1963,1301,https://api.congress.gov/v3/member/W000813/cosponsored-legislation,Jackie Walorski,Jackie,Mrs.,"Walorski, Jackie",Walorski,partyAbbreviation:R;partyName:Republican;startYear:2013;,chamber:House of Representatives;congress:113;district:2;endYear:2015;memberType:Representative;startYear:2013;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:114;district:2;endYear:2017;memberType:Representative;startYear:2015;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:115;district:2;endYear:2019;memberType:Representative;startYear:2017;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:116;district:2;endYear:2021;memberType:Representative;startYear:2019;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:117;district:2;endYear:2022;memberType:Representative;startYear:2021;stateCode:IN;stateName:Indiana;,89,https://api.congress.gov/v3/member/W000813/sponsored-legislation
B001286,Image courtesy of the Member,https://www.congress.gov/img/member/b001286_200.jpg,"Bustos, Cheri",Democratic,Illinois,17,2023-01-26T16:10:43Z,https://api.congress.gov/v3/member/B001286?format=json,1961,1617,https://api.congress.gov/v3/member/B001286/cosponsored-legislation,Cheri Bustos,Cheri,Mrs.,"Bustos, Cheri",Bustos,partyAbbreviation:D;partyName:Democratic;startYear:2013;,chamber:House of Representatives;congress:113;district:17;endYear:2015;memberType:Representative;startYear:2013;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:114;district:17;endYear:2017;memberType:Representative;startYear:2015;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:115;district:17;endYear:2019;memberType:Representative;startYear:2017;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:116;district:17;endYear:2021;memberType:Representative;startYear:2019;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:117;district:17;endYear:2023;memberType:Representative;startYear:2021;stateCode:IL;stateName:Illinois;,91,https://api.congress.gov/v3/member/B001286/sponsored-legislation
D000619,Image courtesy of the Member,https://www.congress.gov/img/member/d000619_200.jpg,"Davis, Rodney",Republican,Illinois,13,2023-01-26T16:10:43Z,https://api.congress.gov/v3/member/D000619?format=json,1970,1905,https://api.congress.gov/v3/member/D000619/cosponsored-legislation,Rodney Davis,Rodney,Mr.,"Davis, Rodney",Davis,partyAbbreviation:R;partyName:Republican;startYear:2013;,chamber:House of Representatives;congress:113;district:13;endYear:2015;memberType:Representative;startYear:2013;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:114;district:13;endYear:2017;memberType:Representative;startYear:2015;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:115;district:13;endYear:2019;memberType:Representative;startYear:2017;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:116;district:13;endYear:2021;memberType:Representative;startYear:2019;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:117;district:13;endYear:2023;memberType:Representative;startYear:2021;stateCode:IL;stateName:Illinois;,139,https://api.congress.gov/v3/member/D000619/sponsored-legislation
L000579,Image courtesy of the Member,https://www.congress.gov/img/member/l000579_200.jpg,"Lowenthal, Alan S.",Democratic,California,47,2023-01-26T16:10:43Z,https://api.congress.gov/v3/member/L000579?format=json,1941,3589,https://api.congress.gov/v3/member/L000579/cosponsored-legislation,Alan S. Lowenthal,Alan,Mr.,"Lowenthal, Alan S.",Lowenthal,partyAbbreviation:D;partyName:Democratic;startYear:2013;,chamber:House of Representatives;congress:113;district:47;endYear:2015;memberType:Representative;startYear:2013;stateCode:CA;stateName:California;chamber:House of Representatives;congress:114;district:47;endYear:2017;memberType:Representative;startYear:2015;stateCode:CA;stateName:California;chamber:House of Representatives;congress:115;district:47;endYear:2019;memberType:Representative;startYear:2017;stateCode:CA;stateName:California;chamber:House of Representatives;congress:116;district:47;endYear:2021;memberType:Representative;startYear:2019;stateCode:CA;stateName:California;chamber:House of Representatives;congress:117;district:47;endYear:2023;memberType:Representative;startYear:2021;stateCode:CA;stateName:California;,112,https://api.congress.gov/v3/member/L000579/sponsored-legislation
